shortlist_rank,selection_stage,priority_rank,record_id,doi,title,year,venue,authors,abstract,source_databases,query_ids,abstract_available,abstract_screen_confidence,abstract_screen_basis,priority_score,core_score,fruit_score,oil_palm_score,instance_score,review_score,transfer_score,penalty_score,priority_tier,priority_bucket,priority_reason,priority_penalties,rule_version,review_status,retrieval_status,ledger_decision,ledger_review_order
133,quota:core_identity_or_inventory,183,R-80951e15ac47c398,10.3389/fpls.2026.1753706,VGDS-PointNet++ for organ segmentation and phenotypic trait estimation in greenhouse tomato seedlings,2026,Frontiers in Plant Science,"Wang, Feiyi (59612130600); Zhu, Tianyu (59446794500); Huang, Lyuwen (55497575600); Feng, Ce (60584196900); Lu, Xi (60583211500); Min, Wenchong (59446698900); Wang, Zheng (58382689500); Hu, Xiaohui (55625226600); Nie, Yanming (35119150000)","Introduction To accurately segment point clouds and quickly calculate leaf length and stem diameter, thereby enabling phenotypic analysis and variety selection of greenhouse tomato plants, this paper proposes a voxel grid downsampling (VGDS)–PointNet++-based model for point cloud segmentation and trait calculation. Methods The point clouds of the tomato canopy were acquired using a depth camera. After labeling, point cloud augmentation was performed, and the tomato point cloud dataset (TPCD) containing 1,552 sets of data was rebuilt. Voxel grid downsampling was applied to replace the original sampling strategy of PointNet++. Models of PointNet, PointNet++, VGDS-PointNet++, and Point Transformer were trained with the TPCD and compared on segmentation quality with accuracy and mean Intersection over Union (mIoU). After segmentation, skeletal morphology was fitted for non-occluded leaves by applying a series of surface fitting techniques. The leaf lengths and stem diameters were automatically calculated and compared with the manually measured values. Results The validation results showed that the average runtime of voxel grid downsampling was 0.132 s, which was lower than under the same number of sampled points. Compared to the other three models, the proposed model had higher accuracy and mIoU, reaching up to 96.80% and 88.95%, respectively. The proposal’s accuracy and mIoU increased by 3.9% and 4.45% over PointNet++, respectively. The determination coefficient R 2 between the automatic calculation and manual measurement values of leaf length and stem diameter was 0.93 and 0.87, respectively. Discussion This can help extract phenotypic traits of tomatoes using depth cameras.",Scopus;OpenAlex,Q3,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,152,22,64,18,5,12,20,0,A,core_identity_or_inventory,depth or point cloud; ripeness or variety attribute; fruit target; horticultural setting; fruit instance operation; quantitative evaluation; benchmark or dataset; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,7673
134,quota:core_identity_or_inventory,185,R-937917c0fb965459,10.1016/j.compag.2021.106556,Smart tree crop sprayer utilizing sensor fusion and artificial intelligence,2021,Computers and Electronics in Agriculture,"Partel, Victor (57205375945); Costa, Lucas (57215859659); Ampatzidis, Yiannis (25648879400)","Delivering the appropriate amount of chemicals for each plant based on their needs is essential for reducing costs, waste, and labor. Smart agricultural machinery can provide variable-rate technologies using artificial intelligence (AI) and machine vision to optimize spraying applications. In this research, a low-cost smart sensing system for controlling airblast tree crop sprayers was designed and evaluated using citrus as a case study. The prototype comprised a LiDAR, machine vision, GPS, flow meters, sensor fusion, and AI to scan trees for tree height, tree classification, and fruit counting. Specifically, this smart sensing system can detect and classify objects to tree or non-tree (e.g., human, field constructions), measure tree height and canopy density, and detect and count fruit. Based on this information, it controls spraying nozzles to optimize spraying applications. A novel software was written in C++ and ran on an Nvidia Jetson Xavier NX embedded computer to process and control the data utilizing data fusion and AI techniques. The smart sensing system's results for tree height estimate indicated a relatively low average error of 6%. A convolutional neural network (CNN) was used to perform tree classification with an average accuracy of 84% in classifying the collected imagery into mature, young, dead, and non-tree objects. The fruit count module (also a CNN) had an F1 score of 89%, compared to ground-truth labeled images of mature and immature citrus fruits. Finally, the adoption of this new sensing method reduced spraying volume by 28%, compared to traditional spraying applications.",Scopus;OpenAlex,Q3;Q7,yes,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required",152,34,64,18,5,0,20,0,A,core_identity_or_inventory,depth or point cloud; counting or inventory; ripeness or variety attribute; fruit target; horticultural setting; fruit instance operation; quantitative evaluation; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,1049
135,quota:core_identity_or_inventory,186,R-96f1184a643ce0e7,10.1002/rob.21583,A pipeline for trunk detection in trellis structured apple orchards,2015,Journal of Field Robotics,"Bargoti, Suchet (56811452600); Underwood, James P. (17347180400); Nieto, Juan I. (7103127889); Sukkarieh, Salah (6602844626)","The ability of robots to meticulously cover large areas while gathering sensor data has widespread applications in precision agriculture. For autonomous operations in orchards, a suitable information management system is required, within which we can gather and process data relating to the state and performance of the crop over time, such as distinct yield count, canopy volume, and crop health. An efficient way to structure an information system is to discretize it to the individual tree, for which tree segmentation/detection is a key component. This paper presents a tree trunk detection pipeline for identifying individual trees in a trellis structured apple orchard, using ground‐based lidar and image data. A coarse observation of trunk candidates is initially made using a Hough transformation on point cloud lidar data. These candidates are projected into the camera images, where pixelwise classification is used to update their likelihood of being a tree trunk. Detection is achieved by using a hidden semi‐Markov model to leverage from contextual information provided by the repetitive structure of an orchard. By repeating this over individual orchard rows, we are able to build a tree map over the farm, which can be either GPS localized or represented topologically by the row and tree number. The pipeline was evaluated at a commercial apple orchard near Melbourne, Australia. Data were collected at different times of year, covering an area of 1.6 ha containing different apple varieties planted on two types of trellis systems: a vertical I‐trellis structure and a Güttingen V‐trellis structure. The results show good trunk detection performance for both apple varieties and trellis structures during the preharvest season (87– accuracy) and near perfect trunk detection performance (99% accuracy) during the flowering season.",Scopus;OpenAlex,Q3,yes,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required",152,34,64,18,5,0,20,0,A,core_identity_or_inventory,depth or point cloud; counting or inventory; ripeness or variety attribute; fruit target; horticultural setting; fruit instance operation; quantitative evaluation; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,2479
136,quota:core_identity_or_inventory,189,R-d02415830a41df64,10.1016/j.atech.2026.102082,A deep learning-based VMSNet for high-precision point cloud segmentation and ripe tomato diameter phenotyping in greenhouses,2026,Smart Agricultural Technology,"Wang, Feiyi (59612130600); Zhu, Tianyu (59446794500); Feng, Ce (60584196900); Huang, Lyuwen (55497575600); Mou, Quanbo (60583211400); Lu, Xi (60583211500); Min, Wenchong (59446698900); Hu, Xiaohui (55625226600)","Ripe tomato fruit display diverse 3D morphologies driven by genetics, environment, and management, yet these differences remain hard to quantify in the absence of precise point-cloud segmentation tools. This paper proposes the VMSNet to accurately segment tomato fruits and extract phenotypic traits based on the segmentation results, including horizontal and vertical diameters. Point clouds are obtained through depth cameras. After preprocessing and labeling the fruits, a dataset is established using global enhancement and local enhancement. On the base framework of PointNet++, the downsampling method was replaced, a multi-scale attention module (MS_A) was integrated, the combination scheduling strategy was optimized, and VMSNet was constructed. Following segmentation, the fruit growth direction is estimated by density-weighted method, and principal component analysis (PCA) is used to establish a rotation plane. By rotating according to the slicing angle, the fruit point cloud is completed and fitted into an ellipsoid. Random Sample Consensus (RANSAC) is used to smooth the outliers. The OBB is applied to extract the horizontal and vertical diameters, which are compared with measurement to verify the algorithm’s accuracy. The results indicate that the accuracy of VMSNet in segmenting ripe tomato fruits is 97.96%. The correlation coefficients R 2 between the calculated and measured values of the horizontal and vertical diameters reached 0.89 and 0.86, respectively. This proposed proposal provides robust point cloud segmentation and completion for phenotypic analysis for other same species greenhouse crop.",Scopus;OpenAlex,Q3,yes,medium,retain because of mechanism signal: operation on a named target; full-text review required,152,22,64,18,5,12,20,0,A,core_identity_or_inventory,depth or point cloud; ripeness or variety attribute; fruit target; horticultural setting; fruit instance operation; quantitative evaluation; benchmark or dataset; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,3996
137,quota:fruit_multiview_or_3d,178,M-bc204a1d53793c9d,10.3390/agriculture16040455,3D Semantic Map Reconstruction for Orchard Environments Using Multi-Sensor Fusion,2026,Agriculture (Switzerland),"Wang, Quanchao (59344735900); Chen, Yiheng (60418737300); Li, Jiaxiang (60418088900); Chen, Yongxing (60418089000); Wang, Hongjun (56331529900)","Semantic point cloud maps play a pivotal role in smart agriculture. They provide not only core three-dimensional data for orchard management but also empower robots with environmental perception, enabling safer and more efficient navigation and planning. However, traditional point cloud maps primarily model surrounding obstacles from a geometric perspective, failing to capture distinctions and characteristics between individual obstacles. In contrast, semantic maps encompass semantic information and even topological relationships among objects in the environment. Furthermore, existing semantic map construction methods are predominantly vision-based, making them ill-suited to handle rapid lighting changes in agricultural settings that can cause positioning failures. Therefore, this paper proposes a positioning and semantic map reconstruction method tailored for orchards. It integrates visual, LiDAR, and inertial sensors to obtain high-precision pose and point cloud maps. By combining open-vocabulary detection and semantic segmentation models, it projects two-dimensional detected semantic information onto the three-dimensional point cloud, ultimately generating a point cloud map enriched with semantic information. The resulting 2D occupancy grid map is utilized for robotic motion planning. Experimental results demonstrate that on a custom dataset, the proposed method achieves 74.33% mIoU for semantic segmentation accuracy, 12.4% relative error for fruit recall rate, and 0.038803 m mean translation error for localization. The deployed semantic segmentation network Fast-SAM achieves a processing speed of 13.36 ms per frame. These results demonstrate that the proposed method combines high accuracy with real-time performance in semantic map reconstruction. This exploratory work provides theoretical and technical references for future research on more precise localization and more complete semantic mapping, offering broad application prospects and providing key technological support for intelligent agriculture.",Scopus;OpenAlex,Q3,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,152,22,64,0,23,12,20,0,B,fruit_multiview_or_3d,depth or point cloud; fruit target; horticultural setting; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,3831
138,quota:fruit_multiview_or_3d,184,R-88592d9a8850e5f2,10.3390/electronics14132545,Detection of Trees and Objects in Apple Orchard from LiDAR Point Cloud Data Using a YOLOv5 Framework,2025,Electronics (Switzerland),"Karim, Md Rejaul (58896006100); Reza, Md Nasim (57204066445); Ahmed, Shahriar (58905457000); Lee, Kyu-Ho (56422714000); Sung, Joonjea (59362632400); Chung, Sun-Ok (7404293469)","Object detection is crucial for smart apple orchard management using agricultural machinery to avoid obstacles. The objective of this study was to detect apple trees and other objects in an apple orchard using LiDAR and the YOLOv5 algorithm. A commercial LiDAR was attached to a tripod to collect apple tree trunk data, which were then pre-processed and converted into PNG images. A pre-processed set of 1500 images was manually annotated with bounding boxes and class labels (trees, water tanks, and others) to train and validate the YOLOv5 object detection algorithm. The model, trained over 100 epochs, resulted in 90% precision, 87% recall, mAP@0.5 of 0.89, and mAP@0.5:0.95 of 0.48. The accuracy reached 89% with a low classification loss of 0.001. Class-wise accuracy was high for water tanks (96%) and trees (95%), while the “others” category had lower accuracy (82%) due to inter-class similarity. Accurate object detection is challenging since the apple orchard environment is complex and unstructured. Background misclassifications highlight the need for improved dataset balance, better feature discrimination, and refinement in detecting ambiguous objects.",Scopus;OpenAlex,Q3,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,152,22,64,0,23,12,20,0,B,fruit_multiview_or_3d,depth or point cloud; fruit target; horticultural setting; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,2301
139,quota:fruit_multiview_or_3d,187,R-9c5ead73e3d715ae,10.1117/12.3061446,A 3D point cloud instance segmentation method for strawberry based on SGC,2025,Proceedings of SPIE - The International Society for Optical Engineering,"Li, Zhipeng (59553711300); Su, Yuanping (55900891500)","With effective protective covering and microclimate control, greenhouse crops offer significant advantages, such as high yield and quality, remaining unaffected by seasonal variations and meeting the demand for diverse agricultural products. Leaf area is a critical growth parameter influencing the indoor microclimate and the transport of nutrients within plants. This study introduces a strawberry 3D point cloud instance segmentation method based on SGC to address the challenge of stem and leaf instance segmentation in calculating plant leaf area using 3D point cloud data. High-quality point cloud data were obtained using a 3D scanner, and feature enhancement was achieved through the Leaf Vein and Boundary Preserving Sampling (LVBPS) method. The SGC network achieved an average precision of 90.41% (AP25) and 89.47% (AP50) for instance segmentation, with the precision of leaf segmentation reaching 93.63% (AP25) and 92.80% (AP50). These findings provide valuable technical support and references for greenhouse cultivation and smart agriculture applications. The source code and dataset can be accessed at https://github.com/suyangsuluo/SGC.",Scopus;OpenAlex,Q3,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,152,22,64,0,23,12,20,0,B,fruit_multiview_or_3d,depth or point cloud; fruit target; horticultural setting; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,2305
140,quota:fruit_multiview_or_3d,190,R-ef035c5bd77e28e7,10.1016/j.plaphe.2026.100228,Dynamic sparse point voxel transformer for 3D point cloud instance segmentation of dormant apple trees,2026,Plant Phenomics,"Du, Ruiming (57788761800); Li, Sinuo (60763113800); Xu, Kenong (7403282024); Cheng, Lailiang (7403337037); Jiang, Yu (56422732600)","Three dimensional (3D) instance segmentation is essential for precision characterization of tree architecture at the branch level, which supports both tree fruit crop breeding and the development of robotic systems for orchard management. Existing methods usually use sparse convolution-based operation, which requires a coordinate quantization preprocess to generate sparse tensors, risking the loss of geometric details for fine-grained downstream phenotyping tasks. To overcome this challenge, we developed the dynamic sparse point-voxel transformer (DSPVFormer) model for the efficient and accurate 3D instance segmentation of high-resolution point clouds for dormant apple trees. Our hybrid DSPVFormer architecture maximizes the use of raw point features by dynamically mapping and aggregating the raw point features into the sparse voxel embeddings, capturing strong geometric features that may be discarded during quantization. Evaluations demonstrate that DSPVFormer achieved statistically significant improvements over baseline models on most instance segmentation metrics, which are further translated into more accurate phenotyping evaluation including branch counting and pruning map generation. These advances directly benefit downstream applications in plant phenotyping and robotic pruning for tree crops such as apples. Meanwhile, experimental results on phenotyping tasks suggested that phenotyping-specific evaluation metrics should be prioritized over upstream computer vision performance metrics to realize the full potential of high-throughput phenotyping for real-world applications.",Scopus;OpenAlex,Q3;Q7,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,152,34,64,0,23,0,20,0,B,fruit_multiview_or_3d,depth or point cloud; counting or inventory; fruit target; horticultural setting; fruit instance operation; instance perception; quantitative evaluation; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,needs_manual_retrieval,not_found_or_restricted,pending,3
141,quota:core_identity_or_inventory,199,R-aed32515ea06289c,,Drone-based 3D Mapping and Measurement of Apple Tree Morphology for Phenotyping in Orchard,2020,한국농업기계학회 학술발표논문집,동슈아; 이경환,"Measuring tree morphology for phenotyping is an essential but labor-intensive activity in horticulture. Researchers often rely on manual measurements which may not be accurate for example when measuring canopy volume and tree height. Therefore, the objective of this study was to adopt drone-based photogrammetry and 3D reconstruction technology to make accurate 3D point cloud of fruit trees in orchard and estimate the tree morphology based on 3D point cloud. This study proposed 3D point cloud layering method and concave hull algorithm to calculate the sub-volume of each layer. The canopy volume is calculated by accumulation of all sub-volumes. Three Sony cameras and DJI drone were used to constitute the oblique photography system. And the Ground Control Points (GCPs) were evenly distributed in orchard to assist the Aerial Triangulation (AT). The experiment results indicated the reconstructed resolution and reprojection error of fruit tree are 2.87 mm/pixel and 0.72 pixels, respectively. And the RMSE of tree height of 3D model is 0.093 m and the accuracy of canopy volume estimation is 91.53%. With this new approach, a highly accurate measurement can be achieved. In the future we will count the number of fruit based on the 3D model.",OpenAlex,Q1;Q3,yes,medium,retain because of mechanism signal: operation on a named target; full-text review required,151,58,64,0,5,0,20,0,A,core_identity_or_inventory,3D reconstruction; depth or point cloud; counting or inventory; fruit target; horticultural setting; fruit instance operation; quantitative evaluation; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,850
142,quota:core_identity_or_inventory,204,R-486fe236cbe8704b,10.1109/access.2024.3408467,A Fruit-Tree Mapping System for Semi-Structured Orchards Based on Multi-Sensor-Fusion SLAM,2024,IEEE Access,"Tang, Bingjie (59000751600); Guo, Zhiyang (59000674900); Huang, Chuanrong (59000519200); Huai, Shuo (59163580900); Gai, Jingyao (56423385600)","Robots have been increasingly applied in orchard management, with fruit tree localization and mapping being crucial for precision and automation. Existing methods require real-time kinematic (RTK) global navigation satellite system (GNSS) receivers. However, signal strength is diminished in orchards due to being occluded by tree canopies. Therefore, this study proposes a novel system for global fruit tree positioning and mapping in semi-structured orchards based on multi-sensor fusion simultaneous localization and mapping (SLAM), without dependence of positioning signals from satellites. As the specific contributions, firstly, a SLAM system which fuse a camera, an inertial measurement unit (IMU), and a light detection and ranging (LiDAR) sensor was constructed to improve the accuracy of robot odometry estimation in complex orchard environments. Secondly, a fruit tree localization algorithm was developed to localize the fruit trees around the robot using both images and LiDAR point clouds, after which the global positions of the detected fruit trees were optimized using the SLAM-derived robot pose real-time. Our method has been extensively evaluated in real pear and persimmon orchards. The results showed that the average root mean square error (RMSE) for odometry was 6.04 cm and 14.59 cm in pear and persimmon orchards, respectively, and the positioning errors of the detected fruit trees were 0.57 cm and 3.23 cm, respectively. The results indicate that our method can achieve accurate positioning and mapping of fruit trees in complex environments and build fruit-tree maps.",Scopus;OpenAlex,Q3,yes,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required",150,22,64,0,5,0,48,0,A,core_identity_or_inventory,depth or point cloud; fruit target; horticultural setting; fruit instance operation; quantitative evaluation; transfer identity mechanism; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,6190
143,quota:core_identity_or_inventory,205,R-520280772ebce38d,10.48550/arxiv.2312.16724,A pipeline for multiple orange detection and tracking with 3-D fruit relocalization and neural-net based yield regression in commercial citrus orchards,2023,arXiv (Cornell University),Thiago Teixeira Santos; Kleber Xavier Sampaio de Souza; João Camargo Neto; Luciano Vieira Koenigkan,"Traditionally, sweet orange crop forecasting has involved manually counting fruits from numerous trees, which is a labor-intensive process. Automatic systems for fruit counting, based on proximal imaging, computer vision, and machine learning, have been considered a promising alternative or complement to manual counting. These systems require data association components that prevent multiple counting of the same fruit observed in different images. However, there is a lack of work evaluating the accuracy of multiple fruit counting, especially considering (i) occluded and re-entering green fruits on leafy trees, and (ii) counting ground-truth data measured in the crop field. We propose a non-invasive alternative that utilizes fruit counting from videos, implemented as a pipeline. Firstly, we employ CNNs for the detection of visible fruits. Inter-frame association techniques are then applied to track the fruits across frames. To handle occluded and re-appeared fruit, we introduce a relocalization component that employs 3-D estimation of fruit locations. Finally, a neural network regressor is utilized to estimate the total number of fruit, integrating image-based fruit counting with other tree data such as crop variety and tree size. The results demonstrate that the performance of our approach is closely tied to the quality of the field-collected videos. By ensuring that at least 30% of the fruit is accurately detected, tracked, and counted, our yield regressor achieves an impressive coefficient of determination of 0.85. To the best of our knowledge, this study represents one of the few endeavors in fruit estimation that incorporates manual fruit counting as a reference point for evaluation. We also introduce annotated datasets for multiple orange tracking (MOrangeT) and detection (OranDet), publicly available to foster the development of novel methods for image-based fruit counting.",OpenAlex,Q1,yes,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required",150,70,54,18,0,0,0,0,A,core_identity_or_inventory,cross-view association; association; counting or inventory; ripeness or variety attribute; fruit target; fruit instance operation,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,351
144,quota:core_identity_or_inventory,206,R-69fb05134d86ab45,10.1108/ir-06-2025-0194,GoLE-SLAM: ground optimization and loop closure enhancement for multimodal SLAM in orchards,2026,Industrial Robot,"Yang, Hongcheng (60250326500); Gong, Liang (36637488200); Sun, Yefeng (57607373600); Gao, Bishu (57480028900); Ren, Xuan (60251341800); Li, Yanming (55943815800); Liu, Chengliang (7409795747)","Purpose In expansive apple orchards, autonomous mobile robots encounter substantial obstacles in achieving high-precision environmental mapping and real-time pose estimation; primarily due to uneven terrain, elevated environmental noise; and repetitive scene features. This paper aims to introduce GoLE-SLAM, an innovative LiDAR-based Simultaneous Localization and Mapping (SLAM) system tailored for such challenging outdoor environments. Design/methodology/approach To mitigate the impact of rugged orchard terrain, GoLE-SLAM uses a seed-growth algorithm leveraging LiDAR scan-line structures; coupled with a one-dimensional composite filtering strategy; This approach effectively segments the ground while filtering out prominent weeds, and surface irregularities. Furthermore, capitalizing on the availability of reliable GPS signals in outdoor settings, a GPS-Informed Selective Correspondence weighted matching strategy is implemented to optimize computational efficiency during loop-closure detection. Findings Extensive field tests in apple orchards demonstrate that GoLE-SLAM achieves efficient processing with minimal computational overhead, robust terrain segmentation for nonplanar surfaces and effective drift compensation in localization trajectories through its loop-closure module. Originality/value A tightly coupled SLAM framework, termed GoLE-SLAM, is proposed, integrating LIDAR, GPS and inertial measurement unit (IMU). This framework combines ground-assisted LiDAR odometry, IMU preintegration and loop closure enhancement to achieve superior state estimation and mapping performance.",Scopus;OpenAlex,Q3,yes,medium,retain because of mechanism signal: broad visual target-operation evidence; full-text review required,150,22,64,0,5,0,48,0,A,core_identity_or_inventory,depth or point cloud; fruit target; horticultural setting; fruit instance operation; quantitative evaluation; transfer identity mechanism; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,7629
145,quota:core_identity_or_inventory,214,R-e7e87c0cdf97c8fb,10.1016/j.isprsjprs.2025.11.013,UAV-based monocular 3D panoptic mapping for fruit shape completion in orchard,2026,ISPRS Journal of Photogrammetry and Remote Sensing,"Wang, Kaiwen (57813839300); Pan, Yue (58361264100); Magistri, Federico (57208212994); Kooistra, Lammert (6603894270); Stachniss, Cyrill (6507517732); Wang, Wensheng (55713937300); Valente, João (42062501000)","Accurate fruit shape reconstruction under real-world field conditions is essential for high-throughput phenotyping, sensor-based yield estimation, and orchard management. Existing approaches based on 2D imaging or explicit 3D reconstruction often suffer from occlusions, sparse views, and complex scene dynamics as a result of the plant geometries. This paper presents a novel UAV-based monocular 3D panoptic mapping framework for robust and scalable fruit shape completion in orchards. The proposed method integrates (1) Grounded-SAM2 for multi-object tracking and segmentation (MOTS), (2) photogrammetric structure-from-motion for 3D scene reconstruction, and (3) DeepSDF, an implicit neural representation, for completing occluded fruit geometries with a neural network. We furthermore propose a new MOTS evaluation protocol to assess tracking performance without requiring ground truth annotations. Experiments conducted in both controlled laboratory conditions and an operational apple orchard demonstrate the accuracy of our 3D fruit reconstruction at the centimeter level. The Chamfer distance error of the proposed shape completion method using the DeepSDF shape prior reduces this to the millimeter level, and outperforms the traditional method, while Grounded-SAM2 enables robust fruit tracking across challenging viewpoints. The approach is highly scalable and applicable to real-world agricultural scenarios, offering a promising solution to reconstruct complete fruits with visibility higher than 10% for precise 3D fruit phenotyping at a large scale under occluded conditions.",Scopus;OpenAlex,Q1;Q3,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,150,51,40,0,0,0,48,0,A,core_identity_or_inventory,tracking identity; 3D reconstruction; fruit target; horticultural setting; transfer identity mechanism; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,745
146,quota:fruit_multiview_or_3d,202,R-093b3b35a52faee9,10.13031/aim.202001338,Blueberry harvestability trait extraction from 2D images and 3D point clouds based on deep learning and photogrammetric reconstruction,2020,ASABE 2020 Annual International Meeting,"Ni, Xueping (57204040871); Li, Changying (57203273426); Jiang, Huanyu (8276183500)","<sc>Abstract.</sc> Blueberry cluster compactness, maturity, berry number, and berry size are four important traits associated with harvestability and yield. In this study, a deep learning instance segmentation model Mask R-CNN was used to segment individual blueberries for four cultivars (âEmeraldâ, âFarthingâ, âMeadowlarkâ, and âStarâ) with mature properties in 2D images with an iterative annotation strategy. The mean average precision for the test dataset was 71.6% under a 0.5 intersection over union (IOU) threshold, and the corresponding mask accuracy was 90.4%. Furthermore, an image-capturing system was developed to scan fresh blueberry clusters and photogrammetric method was used for 3D reconstruction. To obtain 3D-2D mask correspondence, 3D faces were projected to 2D masks. The berry number, cluster maturity, and compactness were extracted from both 2D images and 3D point clouds, while berry size was estimated from 3D point clouds using sphere fitting. The accuracy of the counting number from 3D point clouds was above 97%. ANOVA of the traits was conducted both in 2D and 3D. The analysis of variance (ANOVA) for the four cultivars showed consistent results in maturity of 2D and 3D, while the berry number and compactness showed inconsistent results. This study developed an effective method for extracting 2D and 3D blueberry traits for blueberry development monitoring, which will help breeders, growers, and packers to objectively evaluate fruit traits related to harvestability and yield.",Scopus;OpenAlex,Q1;Q3;Q4;Q7,yes,medium,retain because of mechanism signal: object or instance perception; full-text review required,150,36,30,18,23,12,20,0,B,fruit_multiview_or_3d,3D reconstruction; counting or inventory; ripeness or variety attribute; fruit target; instance perception; quantitative evaluation; benchmark or dataset; transfer geometry mechanism,,priority-v1.0-title-abstract-scored-diversified,reviewed,not_found_or_restricted,exclude,14
147,quota:fruit_multiview_or_3d,209,R-9991c1fb47336452,10.3390/su15054329,The Design and Evaluation of an Orange-Fruit Detection Model in a Dynamic Environment Using a Convolutional Neural Network,2023,Sustainability (Switzerland),"Zeeshan, Sadaf (57784633900); Aized, Tauseef (22033674000); Riaz, Fahid (56610065900)","Agricultural robots play a crucial role in ensuring the sustainability of agriculture. Fruit detection is an essential part of orange-harvesting robot design. Ripe oranges need to be detected accurately in an orchard so they can be successfully picked. Accurate fruit detection in the orchard is significantly hindered by the challenges posed by the illumination and occlusion of fruit. Hence, it is important to detect fruit in a dynamic environment based on real-time data. This paper proposes a deep-learning convolutional neural network model for orange-fruit detection using a universal real-time dataset, specifically designed to detect oranges in a complex dynamic environment. Data were annotated and a dataset was prepared. A Keras sequential convolutional neural network model was prepared with a convolutional layer-activation function, maximum pooling, and fully connected layers. The model was trained using the dataset then validated by the test data. The model was then assessed using the image acquired from the orchard using Kinect RGB-D camera. The model was then run and its performance evaluated. The proposed CNN model shows an accuracy of 93.8%, precision of 98%, recall of 94.8%, and F1 score of 96.5%. The accuracy was mainly affected by the occlusion of oranges and leaves in the orchard’s trees. Varying illumination was another factor affecting the results. Overall, the orange-detection model presents good results and can effectively identify oranges in a complex real-time environment, like an orchard.",Scopus;OpenAlex,Q3,yes,medium,"retain because of mechanism signal: target-specific detection, segmentation, tracking, or counting; full-text review required",150,22,64,18,23,12,0,0,B,fruit_multiview_or_3d,depth or point cloud; ripeness or variety attribute; fruit target; horticultural setting; fruit instance operation; instance perception; quantitative evaluation; benchmark or dataset,,priority-v1.0-title-abstract-scored-diversified,pending,pending,pending,3184
